accession	feature	my_label	observed_in_neighbors	expected_fraction	observed_fraction	enrichment_ratio	z_score
A0A087XYW7	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A087Y453	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A088M9V8	ec_top_level	2.0	16	0.12823930105138456	0.8	6.238337182448038	8.985047465070764
A0A090KXR0	ec_top_level	2.0	16	0.12823930105138456	0.8	6.238337182448038	8.985047465070764
A0A090LHZ4	ec_top_level	1.0	17	0.7148674663112691	0.85	1.1890315898498187	1.3385628406984083
A0A090MUC9	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A091CNS7	ec_top_level	1.0	16	0.7148674663112691	0.8	1.1190885551527707	0.8432850551942529
A0A091CRS4	ec_top_level	2.0	15	0.12823930105138456	0.75	5.8484411085450345	8.316278997435383
A0A091CS17	ec_top_level	1.0	0	0.7148674663112691	0.0	0.0	-7.0811595128722455
A0A091CSN6	ec_top_level	1.0	14	0.7148674663112691	0.7	0.9792024857586742	-0.14727051581406025
A0A091CW56	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091D2Y6	ec_top_level	1.0	15	0.7148674663112691	0.75	1.0491455204557225	0.3480072696900963
A0A091DAN9	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091DC46	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A091DF80	ec_top_level	4.0	20	0.019472826891751813	1.0	51.35361216730038	31.734401575356795
A0A091DLH8	ec_top_level	3.0	18	0.13453280023693173	0.9	6.689818381948267	10.032338707059166
A0A091DN83	ec_top_level	3.0	17	0.13453280023693173	0.85	6.318161805173363	9.37703050377074
A0A091DPZ1	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091DQ53	ec_top_level	3.0	18	0.13453280023693173	0.9	6.689818381948267	10.032338707059166
A0A091E5W3	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091E704	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A091EE56	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091EHC0	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091ENI8	ec_top_level	2.0	19	0.12823930105138456	0.95	7.408025404157044	10.991352867976907
A0A091EVL5	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091EZ85	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091F2R5	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091F2Y6	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091F598	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091FRZ0	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091FUZ9	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091FW75	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A091G189	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091G687	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091G6Y1	ec_top_level	2.0	18	0.12823930105138456	0.9	7.018129330254042	10.322584400341526
A0A091G8F8	ec_top_level	3.0	19	0.13453280023693173	0.95	7.06147495872317	10.687646910347592
A0A091GKL6	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091GME4	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A091GRU7	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091GSD5	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091GSV4	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091GVL2	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A091GW16	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A091H4B5	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091H7B6	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091HD43	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091HEH0	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091HJI5	ec_top_level	2.0	20	0.12823930105138456	1.0	7.797921478060046	11.660121335612288
A0A091HTD8	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091HYQ1	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091I581	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091I635	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091I6Y4	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A091I7X7	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A091IBR2	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091IFC9	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091J0Z2	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091J678	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091J7L2	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091J9G9	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091JCH4	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091JJL0	ec_top_level	2.0	19	0.12823930105138456	0.95	7.408025404157044	10.991352867976907
A0A091JRP8	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091JUR7	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091K0E0	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091KA11	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091KC77	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091KJD6	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A091KNX7	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091KNZ0	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091KWM9	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091KX03	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091L2W9	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091L8F8	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091LE99	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A091LKY1	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091LS63	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091LYC0	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091M0P7	ec_top_level	2.0	20	0.12823930105138456	1.0	7.797921478060046	11.660121335612288
A0A091M144	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091M8K5	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091M8Y1	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A091MXP1	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091N033	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091N0Y5	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091N3R3	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091NEY0	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091NN90	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091NRU8	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091PBR5	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091PG75	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091PLY6	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091PRB2	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091Q212	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091Q4K5	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091QEA1	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091QJZ9	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091QLY2	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091QW42	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091R6C8	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091RKI7	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091RPY7	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A091RT51	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091RTJ8	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091RVJ1	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091RZH9	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091S771	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091SGC0	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A091SHD0	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091SYV5	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091T6W4	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091T761	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091T8H2	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091UDP9	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A091UDQ9	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091URF7	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A091USX3	ec_top_level	2.0	20	0.12823930105138456	1.0	7.797921478060046	11.660121335612288
A0A091UW53	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091UWV0	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091UYE3	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091V1N3	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091V6B8	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091V7U9	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091VA85	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A091VG60	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091VY68	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091WA76	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091WCU4	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091WG19	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091WG95	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091WMN4	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A091XH44	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A091XLL4	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093BML6	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A093BNC2	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A093BSL7	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093BX18	ec_top_level	1.0	18	0.7148674663112691	0.9	1.258974624546867	1.8338406262025648
A0A093CA89	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A093CFA7	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093EJK6	ec_top_level	2.0	20	0.12823930105138456	1.0	7.797921478060046	11.660121335612288
A0A093EM81	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093ERV2	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093ET14	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A093EVG8	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093EYI9	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093F655	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A093F8H1	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093F8L4	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A093FCA7	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093FLE5	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093FN68	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093FS42	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093FSB3	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A093G3K9	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093G3T8	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A093G4T2	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A093GW03	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093GW43	ec_top_level	2.0	18	0.12823930105138456	0.9	7.018129330254042	10.322584400341526
A0A093GYJ3	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A093H429	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093H549	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093H9U1	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A093HDQ7	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093HEF5	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093HG19	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A093HI33	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A093HLH6	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A093HND3	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093HVE0	ec_top_level	2.0	19	0.12823930105138456	0.95	7.408025404157044	10.991352867976907
A0A093I3M9	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093I5I3	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093IA93	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093ICS0	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A093IG02	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A093IIQ4	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A093IS34	ec_top_level	3.0	20	0.13453280023693173	1.0	7.433131535498074	11.342955113636016
A0A093IV54	ec_top_level	1.0	20	0.7148674663112691	1.0	1.3988606939409631	2.824396197210877
A0A093IZT1	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A093J5F9	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
A0A093J6N8	ec_top_level	1.0	19	0.7148674663112691	0.95	1.328917659243915	2.3291184117067205
